nmfat,dtfat,idcli,npais,quant,valor,,,,Média dos Valores:,408.22
537130,2/2/2021 15:39,12990,United Kingdom,50,97.5,,,,,
537131,3/8/2021 12:10,13209,United Kingdom,524,595.26,,,,,
537133,7/28/2021 19:36:00,13136,United Kingdom,-2,-16.5,,,,,
537134,9/6/2021 15:29,12778,Netherlands,85,84,,,,,
537135,10/19/2021 10:36:00,15610,United Kingdom,66,112.46,,,,,
537136,10/3/2021 12:04,14057,United Kingdom,-168,-70.56,,,,,
537137,6/12/2020 12:23,12748,United Kingdom,85,133.07,,,,,
537138,7/19/2021 14:59:00,17287,United Kingdom,110,202.07,,,,,
537139,8/12/2021 11:15,16891,United Kingdom,28,115.95,,,,,
537141,10/26/2021 16:21:00,15993,United Kingdom,678,863.89,,,,,
537142,3/22/2021 11:27:00,13014,United Kingdom,108,317.8,,,,,
537154,11/29/2021 15:22:00,16775,United Kingdom,27,129.15,,,,,
537155,5/9/2021 11:27,18273,United Kingdom,40,102,,,,,
537158,3/5/2021 10:41,17841,United Kingdom,152,327.71,,,,,
537159,6/27/2021 13:24:00,17841,United Kingdom,-3,-7.45,,,,,
537160,2/12/2020 9:44,17850,United Kingdom,12,22.2,,,,,
537163,10/7/2021 10:30,16923,United Kingdom,214,391.52,,,,,
537176,10/2/2021 17:44,16161,United Kingdom,-12,-28.75,,,,,
537179,3/12/2020 12:01,,United Kingdom,58,69.3,,,,,
537192,7/20/2021 13:10:00,14456,United Kingdom,20,26.25,,,,,
537193,4/4/2021 12:11,12471,Germany,40,50,,,,,
537194,11/9/2021 12:06,13272,United Kingdom,72,140.96,,,,,
537195,11/18/2021 16:18:00,14140,United Kingdom,-2,-15,,,,,
537196,5/9/2021 10:47,14156,Ireland,5034,7480.06,,,,,
537197,4/9/2021 12:24,15215,United Kingdom,92,300.04,,,,,
537198,6/1/2021 14:14,18283,United Kingdom,61,108.45,,,,,
537199,5/18/2021 10:48:00,17556,United Kingdom,101,157.9,,,,,
537200,6/1/2021 11:59,14618,United Kingdom,92,211.8,,,,,
537201,4/26/2021 8:57:00,16681,United Kingdom,260,314.92,,,,,
537202,9/12/2021 12:20,12748,United Kingdom,82,94.11,,,,,
537204,5/24/2021 16:59:00,13549,United Kingdom,-1,-2.08,,,,,
537206,3/11/2021 11:29,13709,United Kingdom,293,774.9,,,,,
537207,2/18/2021 13:29:00,16726,United Kingdom,106,61,,,,,
537208,6/1/2021 11:57,17368,United Kingdom,711,563.15,,,,,
537209,11/27/2021 15:38:00,15987,United Kingdom,182,244.86,,,,,
537210,8/12/2021 13:18,16892,United Kingdom,35,123.12,,,,,
537211,6/2/2021 14:46,17105,United Kingdom,359,319.4,,,,,
537212,10/3/2021 11:13,13599,United Kingdom,-25,-11.8,,,,,
537213,11/22/2021 9:06:00,14297,United Kingdom,458,580.38,,,,,
537214,2/28/2021 11:57:00,15039,United Kingdom,2,11.9,,,,,
537215,6/5/2021 19:42,12748,United Kingdom,14,108.87,,,,,
537216,3/13/2021 10:48:00,14800,United Kingdom,-8,-10.5,,,,,
537217,1/2/2021 15:11,12540,Spain,193,288.98,,,,,
537218,6/11/2021 14:06,14553,United Kingdom,21,194.4,,,,,
537219,8/31/2021 13:35:00,,United Kingdom,1,8.25,,,,,
537220,1/9/2021 13:40,17841,United Kingdom,212,354.39,,,,,
537222,9/8/2021 14:27,13694,United Kingdom,-1,-64,,,,,
537223,7/17/2021 12:17:00,14292,United Kingdom,328,1353.1,,,,,
537224,5/20/2021 13:34:00,13324,United Kingdom,376,648.72,,,,,
537225,4/13/2021 14:24:00,14064,United Kingdom,-432,-155.52,,,,,
537226,9/23/2021 17:04:00,,United Kingdom,664,1934.53,,,,,
537227,8/11/2021 9:47,13924,United Kingdom,123,172.33,,,,,
537228,8/23/2021 10:31:00,14930,Channel Islands,52,165.58,,,,,
537229,11/18/2021 12:49:00,14299,United Kingdom,497,525.55,,,,,
537230,6/23/2021 13:39:00,17799,United Kingdom,233,580.04,,,,,
537231,3/12/2020 11:42,14589,United Kingdom,5,39.75,,,,,
537233,10/25/2021 13:30:00,16258,United Kingdom,649,1462.45,,,,,
537235,6/16/2021 19:21:00,18168,United Kingdom,83,115.15,,,,,
537236,6/16/2021 17:05:00,14849,United Kingdom,254,364.16,,,,,
537237,10/8/2021 11:30,14024,United Kingdom,51,65.25,,,,,
537238,11/17/2021 9:33:00,18225,United Kingdom,575,616.48,,,,,
537239,11/23/2021 13:42:00,17828,Malta,-8,-30.81,,,,,
537240,6/5/2021 19:49,12748,United Kingdom,3,7.15,,,,,
537242,7/22/2021 13:59:00,12627,Germany,426,768.02,,,,,
537244,5/10/2021 16:09,14396,United Kingdom,186,377.64,,,,,
537245,2/12/2021 17:04,16359,United Kingdom,91,110.73,,,,,
537246,3/2/2021 13:58,12662,Germany,184,336.7,,,,,
537247,2/9/2021 10:05,17949,United Kingdom,372,1047.12,,,,,
537248,12/17/2020 10:54:00,17404,Sweden,3714,2646.3,,,,,
537249,11/18/2021 17:01:00,18276,United Kingdom,-1,-6.25,,,,,
537250,10/17/2021 13:25:00,17206,United Kingdom,76,204.24,,,,,
537252,9/14/2021 11:34:00,14660,United Kingdom,124,156.79,,,,,
537253,12/14/2020 15:50:00,15392,United Kingdom,402,338.98,,,,,
537254,3/14/2021 12:28:00,14911,Ireland,498,706.6,,,,,
537255,11/15/2021 10:48:00,13081,United Kingdom,-3,-29.85,,,,,
537256,7/14/2021 11:30:00,14562,United Kingdom,246,603.54,,,,,
537258,4/9/2021 12:41,12851,United Kingdom,109,135.18,,,,,
537262,11/27/2021 16:08:00,17595,United Kingdom,144,230.89,,,,,
537298,11/18/2021 9:58:00,16293,United Kingdom,135,342.83,,,,,
537301,4/14/2021 16:54:00,17440,United Kingdom,-3,-1.17,,,,,
537312,3/10/2021 10:15,14092,United Kingdom,153,351.17,,,,,
537313,1/12/2020 8:45,12583,France,449,855.86,,,,,
537335,8/22/2021 12:45:00,14560,United Kingdom,16,57.2,,,,,
537346,4/13/2021 15:55:00,16348,United Kingdom,77,157.29,,,,,
537350,9/21/2021 13:01:00,14060,United Kingdom,646,738.58,,,,,
537351,6/29/2021 10:18:00,14383,United Kingdom,201,242.09,,,,,
537354,9/22/2021 17:19:00,14298,United Kingdom,2235,1364.61,,,,,
537359,11/28/2021 12:01:00,17299,United Kingdom,69,91.06,,,,,
537360,8/4/2021 17:08,12408,Belgium,-3,-14.85,,,,,
537361,2/9/2021 13:18,13232,United Kingdom,105,169.85,,,,,
537364,3/29/2021 12:31:00,17931,United Kingdom,164,297.2,,,,,
537365,5/12/2021 13:44,17090,United Kingdom,122,224.04,,,,,
537366,2/12/2021 14:30,14250,United Kingdom,138,240.22,,,,,
537367,12/8/2021 14:03,17293,United Kingdom,1,65,,,,,
537368,10/18/2021 10:58:00,14798,United Kingdom,46,76.34,,,,,
537369,11/22/2021 13:33:00,16985,United Kingdom,285,860.7,,,,,
537370,2/14/2021 12:16:00,17346,United Kingdom,62,105.57,,,,,
537371,5/16/2021 8:13:00,15813,United Kingdom,234,533.26,,,,,
537372,11/18/2021 17:06:00,14031,United Kingdom,806,2068.09,,,,,
537374,7/19/2021 15:50:00,15249,United Kingdom,-17,-22.65,,,,,
537375,12/5/2021 13:43,16043,United Kingdom,85,224.54,,,,,
537376,5/29/2021 15:35:00,16746,United Kingdom,226,321.96,,,,,
537378,11/14/2021 15:18:00,16504,United Kingdom,524,484.38,,,,,
537380,9/25/2021 11:39:00,16689,United Kingdom,64,128.44,,,,,
537381,6/22/2021 10:11:00,12798,Japan,2256,1607.04,,,,,
537382,5/8/2021 11:19,17841,United Kingdom,169,245.83,,,,,
537384,11/30/2021 14:28:00,16956,United Kingdom,-2,-16.4,,,,,
537385,11/15/2021 10:00:00,17510,United Kingdom,214,308.48,,,,,
537386,3/10/2021 12:19,15301,United Kingdom,-4,-34.9,,,,,
537387,1/28/2021 14:25:00,,United Kingdom,345,1551.56,,,,,
537388,7/6/2021 12:36,13098,United Kingdom,469,531.36,,,,,
537389,6/2/2021 11:29,16456,United Kingdom,247,449.28,,,,,
537390,8/12/2021 13:27,17528,United Kingdom,198,200.5,,,,,
537391,2/24/2021 13:54:00,17117,United Kingdom,68,116.2,,,,,
537393,10/28/2021 12:14:00,17552,United Kingdom,-1,-3.95,,,,,
537394,11/18/2021 16:20:00,14132,United Kingdom,-2,-5.9,,,,,
537395,11/16/2021 10:34:00,14286,United Kingdom,1505,1935.9,,,,,
537396,7/4/2021 13:07,12721,France,239,366.2,,,,,
537397,6/20/2021 16:05:00,17490,United Kingdom,-5,-18.75,,,,,
537399,10/11/2021 17:29,17901,United Kingdom,24,110.38,,,,,
537400,9/8/2021 13:48,17669,United Kingdom,206,368.5,,,,,
537401,2/6/2021 9:40,14298,United Kingdom,36,51,,,,,
537404,5/25/2021 15:18:00,15727,United Kingdom,214,374.82,,,,,
537405,5/4/2021 13:48,16915,United Kingdom,29,112.49,,,,,
537407,5/26/2021 10:35:00,15769,United Kingdom,600,1086,,,,,
537409,10/10/2021 12:19,18126,United Kingdom,144,206.83,,,,,
537410,9/6/2021 14:14,14913,United Kingdom,455,301.32,,,,,
537411,6/10/2021 13:59,16432,United Kingdom,276,287.4,,,,,
537412,6/20/2021 10:42:00,16670,United Kingdom,4,13,,,,,
537415,10/18/2021 14:34:00,13860,United Kingdom,7,27.29,,,,,
537418,8/18/2021 8:49:00,12688,Israel,3028,4873.81,,,,,
537419,8/30/2021 12:16:00,14078,United Kingdom,73,221.46,,,,,
537420,1/9/2021 11:56,17949,United Kingdom,96,480,,,,,
537421,4/11/2021 12:42,15010,United Kingdom,184,308.94,,,,,
537422,6/13/2021 10:46:00,,United Kingdom,50,351.42,,,,,
537423,5/10/2021 14:42,13947,United Kingdom,44,90.6,,,,,
537424,7/31/2021 12:34:00,17388,United Kingdom,59,189.83,,,,,
537425,11/27/2021 16:18:00,13991,United Kingdom,14,31.3,,,,,
537426,10/31/2021 14:48:00,14704,United Kingdom,1,15,,,,,
537427,9/6/2021 19:40,17483,United Kingdom,50,155.1,,,,,
537428,8/31/2021 11:34:00,12948,United Kingdom,-3,-11.25,,,,,
537429,12/6/2021 15:14,18069,United Kingdom,179,304.31,,,,,
537430,2/8/2021 10:19,13075,United Kingdom,485,919.61,,,,,
537432,3/17/2021 13:55:00,17511,United Kingdom,-19,-30.13,,,,,
537433,2/2/2021 17:15,17848,United Kingdom,13,44.35,,,,,
537434,1/28/2021 13:37:00,12735,France,105,459.8,,,,,
537435,10/5/2021 15:07,,United Kingdom,106,864.26,,,,,
537436,2/6/2021 11:02,,United Kingdom,29,204.09,,,,,
537437,1/3/2021 15:16,13166,United Kingdom,216,417.2,,,,,
537438,1/13/2021 10:28:00,16500,United Kingdom,1,165,,,,,
537439,9/11/2021 10:14,13018,United Kingdom,24,42.96,,,,,
537440,3/20/2021 15:02:00,15408,United Kingdom,106,267.18,,,,,
537441,5/25/2021 10:12:00,15804,United Kingdom,314,525.36,,,,,
537442,10/2/2021 11:16,15809,United Kingdom,112,198.8,,,,,
537446,6/23/2021 10:44:00,17365,United Kingdom,554,473.82,,,,,
537447,1/18/2021 16:45:00,17576,United Kingdom,54,128.82,,,,,
537448,9/11/2021 16:43,16996,United Kingdom,154,415.18,,,,,
537449,6/27/2021 8:48:00,14911,Ireland,314,616.17,,,,,
537450,3/12/2020 16:44,16455,United Kingdom,142,246.3,,,,,
537451,9/15/2021 10:03:00,13931,United Kingdom,-4,-6.6,,,,,
537452,3/8/2021 11:45,15039,United Kingdom,219,536.58,,,,,
537453,11/23/2021 13:53:00,14099,United Kingdom,74,213.8,,,,,
537455,11/14/2021 13:28:00,17769,United Kingdom,-3,-12.45,,,,,
537456,10/18/2021 10:19:00,13594,United Kingdom,359,396.97,,,,,
537457,10/26/2021 11:41:00,12748,United Kingdom,15,30.82,,,,,
537458,4/12/2021 12:48,15773,United Kingdom,311,635.68,,,,,
537459,6/12/2021 14:07,16571,United Kingdom,-27,-98.51,,,,,
537460,8/11/2021 12:24,17736,United Kingdom,-1,-39.95,,,,,
537461,1/11/2021 17:08,18135,United Kingdom,48,147,,,,,
537463,7/28/2021 16:00:00,18102,United Kingdom,1828,6591.6,,,,,
537464,3/23/2021 13:44:00,17411,United Kingdom,126,285.58,,,,,
537465,6/27/2021 17:08:00,13552,United Kingdom,-8,-19.5,,,,,
537466,11/1/2021 16:24,12971,United Kingdom,38,71.5,,,,,
537467,3/14/2021 15:41:00,16570,United Kingdom,232,454.08,,,,,
537468,10/1/2021 14:57,17406,United Kingdom,515,1248.32,,,,,
537469,8/22/2021 11:00:00,16652,United Kingdom,30,82.98,,,,,
537470,7/12/2020 12:34,15498,United Kingdom,-1,-281,,,,,
537471,11/21/2021 14:24:00,15159,United Kingdom,828,1437.5,,,,,
537472,4/10/2021 12:42,13408,United Kingdom,4,23.8,,,,,
537476,3/6/2021 11:46,16701,United Kingdom,381,303.12,,,,,
537484,10/24/2021 17:26:00,17317,United Kingdom,-36,-38.16,,,,,
537489,12/13/2020 15:42:00,15194,United Kingdom,119,309.05,,,,,
537509,12/20/2020 11:56:00,14113,United Kingdom,-7,-25.25,,,,,
537523,11/21/2021 14:21:00,17450,United Kingdom,1182,5490.24,,,,,
537534,9/11/2021 15:36,14354,United Kingdom,90,87.78,,,,,
537538,2/12/2020 16:46,17659,United Kingdom,64,247.8,,,,,
537592,10/11/2021 8:39,18210,United Kingdom,271,321.37,,,,,
537593,9/6/2021 18:42,16107,United Kingdom,94,532.9,,,,,
537595,8/7/2021 10:49,15039,United Kingdom,95,185.81,,,,,
537598,2/11/2021 12:45,14606,United Kingdom,60,113.01,,,,,
537599,10/30/2021 15:58:00,18067,United Kingdom,189,396.33,,,,,
537603,1/27/2021 12:19:00,16700,United Kingdom,463,508.36,,,,,
537604,3/21/2021 12:44:00,12637,France,5,4.63,,,,,
537605,1/3/2021 12:24,15092,United Kingdom,116,323.16,,,,,
537606,7/3/2021 17:19,15869,United Kingdom,118,61.59,,,,,
537608,1/12/2021 9:29,14121,United Kingdom,-1,-25,,,,,
537609,9/27/2021 10:52:00,,United Kingdom,426,2886.66,,,,,
537612,12/12/2020 11:19,17126,United Kingdom,-1,-9.95,,,,,
537614,6/19/2021 16:02:00,15535,United Kingdom,38,125.01,,,,,
537615,3/10/2021 12:17,14290,United Kingdom,448,728.5,,,,,
537616,9/5/2021 16:01,17033,United Kingdom,66,300.3,,,,,
537617,12/9/2021 12:48,14952,United Kingdom,164,683.8,,,,,
537618,6/15/2021 13:35:00,15036,United Kingdom,86,192.54,,,,,
537619,7/9/2021 15:10,16828,United Kingdom,1,15,,,,,
537620,4/5/2021 15:41,15508,United Kingdom,32,110.64,,,,,
537621,3/10/2021 11:37,18102,United Kingdom,1702,4849.1,,,,,
537622,3/27/2021 14:34:00,16777,United Kingdom,50,177.25,,,,,
537623,11/17/2021 14:36:00,14397,United Kingdom,92,131.8,,,,,
537624,1/27/2021 10:30:00,14440,United Kingdom,191,529.01,,,,,
537625,3/2/2021 13:30,12464,Belgium,21,213.9,,,,,
537626,6/12/2020 10:27,12808,Portugal,53,129.4,,,,,
537627,11/29/2021 13:37:00,15152,United Kingdom,88,262.8,,,,,
537628,11/16/2021 15:52:00,17183,United Kingdom,-2,-22.9,,,,,
537629,4/4/2021 9:55,13198,United Kingdom,835,903.01,,,,,
537631,1/9/2021 16:44,14482,United Kingdom,123,227.85,,,,,
537632,11/24/2021 11:44:00,14277,France,-360,-259.2,,,,,
537633,1/8/2021 14:06,17615,United Kingdom,30,57.3,,,,,
537634,11/3/2021 13:42,,United Kingdom,548,2472.63,,,,,
537636,12/5/2021 8:36,15513,United Kingdom,292,1105,,,,,
537637,8/25/2021 13:24:00,17656,United Kingdom,240,318.92,,,,,
537638,6/1/2021 17:47,16422,United Kingdom,203,406.77,,,,,
537639,4/14/2021 12:00:00,17068,United Kingdom,198,422.55,,,,,
537640,1/12/2020 9:41,15311,United Kingdom,198,449.98,,,,,
537641,6/24/2021 9:27:00,15498,United Kingdom,165,272.26,,,,,
537643,12/14/2020 11:18:00,13078,United Kingdom,-1,-2.95,,,,,
537645,10/10/2021 17:00,17459,United Kingdom,227,300.39,,,,,
537646,3/3/2021 8:36,13784,United Kingdom,57,96.75,,,,,
537648,4/10/2021 13:25,14056,United Kingdom,240,528.68,,,,,
537649,9/20/2021 10:12:00,17450,United Kingdom,6760,22104.8,,,,,
537650,2/10/2021 12:05,15164,United Kingdom,217,474.87,,,,,
537653,12/4/2021 16:28,14998,United Kingdom,105,183.64,,,,,
537654,6/10/2021 16:01,17813,United Kingdom,595,1044.09,,,,,
537655,1/31/2021 12:37:00,12908,United Kingdom,600,318,,,,,
537657,4/5/2021 11:50,17974,United Kingdom,87,172.77,,,,,
537658,3/10/2021 9:30,14488,United Kingdom,799,1064.28,,,,,
537659,2/3/2021 12:43,12980,United Kingdom,24,838.8,,,,,
537664,6/1/2021 17:36,16094,United Kingdom,-12,-24.7,,,,,
537665,5/13/2021 8:21:00,16422,United Kingdom,409,600.63,,,,,
537666,10/21/2021 14:23:00,14329,United Kingdom,574,1161.36,,,,,
537667,1/12/2020 12:35,17377,United Kingdom,102,223.9,,,,,
537668,9/27/2021 14:58:00,14883,United Kingdom,250,184.21,,,,,
537669,5/13/2021 14:53:00,13089,United Kingdom,416,692.96,,,,,
537670,11/23/2021 11:32:00,12748,United Kingdom,73,176.94,,,,,
537671,1/13/2021 10:48:00,17848,United Kingdom,68,72.26,,,,,
537672,10/19/2021 11:16:00,12744,Singapore,-2,-6068.06,,,,,
537673,8/11/2021 9:44,15763,United Kingdom,84,564.43,,,,,
537674,1/20/2021 16:15:00,12683,France,-4,-43.8,,,,,
537675,8/18/2021 14:53:00,16626,United Kingdom,50,137.3,,,,,
537676,1/20/2021 14:13:00,17771,United Kingdom,110,115.8,,,,,
537678,1/2/2021 12:54,14587,United Kingdom,58,150.2,,,,,
537679,6/12/2021 12:18,17346,United Kingdom,66,137.09,,,,,
537680,1/12/2021 11:12,14243,United Kingdom,66,107.42,,,,,
537681,7/24/2021 11:55:00,12472,Germany,472,612.1,,,,,
537682,3/24/2021 13:16:00,13069,United Kingdom,398,273.98,,,,,
537683,10/17/2021 16:53:00,17677,United Kingdom,-6,-24.9,,,,,
537685,2/24/2021 16:46:00,15847,United Kingdom,348,180.68,,,,,
537686,1/21/2021 11:42:00,12664,Finland,164,661.58,,,,,
537687,11/24/2021 14:40:00,17364,United Kingdom,205,250.26,,,,,
537688,9/12/2020 10:33,18071,United Kingdom,157,258.95,,,,,
537689,4/13/2021 12:57:00,13208,United Kingdom,148,205.28,,,,,
537690,11/22/2021 8:56:00,16956,United Kingdom,114,308.74,,,,,
537691,9/12/2020 15:20,17950,United Kingdom,57,72.82,,,,,
537692,6/19/2021 13:54:00,12421,Spain,145,239.35,,,,,
537693,8/12/2020 14:10,16016,United Kingdom,-1,-8.5,,,,,
537694,4/18/2021 10:55:00,14978,United Kingdom,84,394.83,,,,,
537698,3/27/2021 11:22:00,18273,United Kingdom,20,51,,,,,
537700,3/5/2021 12:16,15271,United Kingdom,54,106.66,,,,,
537707,3/31/2021 12:32:00,14543,United Kingdom,-30,-283.21,,,,,
537738,4/8/2021 16:34,16572,United Kingdom,176,367.32,,,,,
537743,6/12/2021 11:32,13685,United Kingdom,2,3.2,,,,,
537754,9/29/2021 16:42:00,15933,United Kingdom,271,316.46,,,,,
537755,11/17/2021 12:47:00,14704,United Kingdom,107,159.65,,,,,
537757,8/7/2021 14:06,15078,United Kingdom,-4,-14.06,,,,,
537758,9/14/2021 16:05:00,14292,United Kingdom,-4,-13,,,,,
537759,8/28/2021 14:28:00,16931,United Kingdom,81,174.83,,,,,
537760,4/26/2021 11:59:00,16942,United Kingdom,138,285.04,,,,,
537761,10/13/2021 12:38:00,13827,United Kingdom,46,111.29,,,,,
537762,5/24/2021 10:15:00,17811,United Kingdom,-1,-4.95,,,,,
537764,2/14/2021 14:03:00,13157,United Kingdom,190,197.82,,,,,
537765,10/17/2021 15:22:00,15355,United Kingdom,21,126.25,,,,,
537767,11/10/2021 15:26,17769,United Kingdom,132,376.9,,,,,
537768,11/23/2021 11:47:00,12748,United Kingdom,343,319.71,,,,,
537769,4/7/2021 13:35,13301,United Kingdom,81,153.13,,,,,
537770,4/4/2021 12:42,15752,United Kingdom,340,403.78,,,,,
537771,10/25/2021 17:32:00,15482,United Kingdom,384,360,,,,,
537772,7/25/2021 11:43:00,15218,United Kingdom,212,298.2,,,,,
537773,11/3/2021 11:35,12520,Germany,618,987.42,,,,,
537774,4/27/2021 14:27:00,14298,United Kingdom,362,431.74,,,,,
537775,10/24/2021 13:34:00,18188,United Kingdom,-1,-2.55,,,,,
537780,2/12/2021 11:43,18282,United Kingdom,28,77.84,,,,,
537781,5/20/2021 14:07:00,16187,United Kingdom,26,63.9,,,,,
537789,7/7/2021 19:54,14657,United Kingdom,68,114.54,,,,,
537791,11/18/2021 16:13:00,13012,United Kingdom,4,15,,,,,
537792,7/2/2021 16:21,14030,United Kingdom,225,307.23,,,,,
537793,9/9/2021 13:02,18167,United Kingdom,-4,-13.15,,,,,
537794,5/20/2021 10:32:00,15856,United Kingdom,615,772.57,,,,,
537795,6/13/2021 14:16:00,15069,United Kingdom,520,1109.53,,,,,
537799,10/5/2021 10:39,15674,United Kingdom,1,334.71,,,,,
537800,8/16/2021 14:55:00,16168,United Kingdom,16,65.2,,,,,
537802,1/9/2021 17:45,12739,United Arab Emirates,485,975.54,,,,,
537803,2/9/2021 11:43,14911,Ireland,163,749.13,,,,,
537804,5/24/2021 10:42:00,17659,United Kingdom,451,595.29,,,,,
537806,7/21/2021 9:30:00,,United Kingdom,129,895.16,,,,,
537808,3/30/2021 13:02:00,15424,United Kingdom,168,189.84,,,,,
537809,2/13/2021 11:36:00,17282,United Kingdom,617,741.85,,,,,
537810,11/15/2021 12:43:00,13058,United Kingdom,26,133.7,,,,,
537811,7/20/2021 14:55:00,14056,United Kingdom,196,341.03,,,,,
537813,5/10/2021 12:27,12841,United Kingdom,119,196.65,,,,,
537815,3/18/2021 12:08:00,,United Kingdom,-1,-19.05,,,,,
537816,3/28/2021 14:01:00,12594,Italy,1,28,,,,,
537817,3/30/2021 15:31:00,14828,United Kingdom,696,493.92,,,,,
537818,3/20/2021 13:28:00,16728,United Kingdom,160,224.49,,,,,
537822,6/5/2021 15:54,17068,United Kingdom,25,112.05,,,,,
537823,1/20/2021 10:43:00,16395,United Kingdom,132,149.42,,,,,
537825,6/30/2021 16:39:00,15584,United Kingdom,49,154.65,,,,,
537826,6/12/2021 15:28,12989,United Kingdom,24,61.2,,,,,
537827,4/28/2021 16:39:00,16782,United Kingdom,44,112.96,,,,,
537828,7/27/2021 10:40:00,13458,United Kingdom,512,794.58,,,,,
537829,4/19/2021 11:08:00,14326,United Kingdom,-4,-17,,,,,
537830,9/28/2021 14:42:00,17841,United Kingdom,-10,-15.35,,,,,
537831,2/12/2020 14:23,15838,United Kingdom,-9360,-280.8,,,,,
537833,9/12/2020 11:28,16782,United Kingdom,89,371.7,,,,,
537836,2/12/2021 16:06,18109,United Kingdom,2,15,,,,,
537837,11/8/2021 12:00,16283,United Kingdom,46,109.98,,,,,
537839,5/26/2021 14:01:00,17550,United Kingdom,22,100.44,,,,,
537840,9/11/2021 9:07,16759,United Kingdom,120,310.9,,,,,
537841,6/11/2021 12:59,17581,United Kingdom,86,174.9,,,,,
537842,3/15/2021 14:18:00,,United Kingdom,77,549.52,,,,,
537843,5/24/2021 17:18:00,14738,United Kingdom,12,17.4,,,,,
537844,3/22/2021 12:25:00,15998,United Kingdom,643,918.83,,,,,
537845,5/1/2021 13:09,13199,United Kingdom,216,199.44,,,,,
537846,9/29/2021 15:32:00,13576,United Kingdom,176,502.44,,,,,
537847,10/17/2021 10:50:00,17164,United Kingdom,-1,-0.95,,,,,
537848,2/12/2021 13:46,17364,United Kingdom,137,271.99,,,,,
537849,11/23/2021 14:51:00,16653,United Kingdom,24,94.8,,,,,
537850,8/16/2021 11:37:00,15140,United Kingdom,343,566.76,,,,,
537851,12/20/2020 11:01:00,15312,United Kingdom,-3,-3.75,,,,,
537852,9/28/2021 14:21:00,16394,United Kingdom,612,308.76,,,,,
537854,4/9/2021 13:48,17050,United Kingdom,261,568.25,,,,,
537855,11/30/2021 9:33:00,13784,United Kingdom,36,38.16,,,,,
537858,4/13/2021 15:06:00,17511,United Kingdom,20,31,,,,,
537859,2/8/2021 9:55,12593,France,52,85.8,,,,,
537861,11/11/2021 14:09,16433,United Kingdom,106,184.26,,,,,
537862,5/17/2021 13:03:00,17677,United Kingdom,-5,-18.75,,,,,
537863,9/6/2021 16:55,17652,United Kingdom,30,185.8,,,,,
537864,8/14/2021 10:52:00,13838,United Kingdom,33,93.16,,,,,
537865,6/10/2021 16:47,17139,United Kingdom,570,1077.75,,,,,
537866,2/24/2021 15:01:00,16838,United Kingdom,93,392.12,,,,,
537867,7/29/2021 16:24:00,13004,United Kingdom,246,308.44,,,,,
537870,8/19/2021 13:33:00,14712,United Kingdom,102,115.72,,,,,
537871,10/10/2021 17:12,14096,United Kingdom,779,3380.86,,,,,
537872,6/14/2021 12:46:00,14524,United Kingdom,107,275.14,,,,,
537873,7/11/2021 11:37,12484,Spain,5,140,,,,,
537874,3/12/2020 10:44,12427,Germany,79,303.5,,,,,
537875,8/12/2021 19:24,13077,United Kingdom,256,151.83,,,,,
537876,9/9/2021 11:57,14911,Ireland,-11,-75.85,,,,,
537877,7/13/2021 11:34:00,14397,United Kingdom,82,56.18,,,,,
537878,12/10/2021 17:00,12667,Finland,395,620.13,,,,,
537879,12/1/2021 10:58,17965,United Kingdom,181,438.67,,,,,
537880,3/8/2021 13:10,13486,United Kingdom,389,617.45,,,,,
537882,8/19/2021 12:56:00,15938,United Kingdom,48,69.28,,,,,
537883,12/13/2020 10:31:00,14796,United Kingdom,238,357.61,,,,,
537884,9/6/2021 19:26,13900,United Kingdom,1,8.5,,,,,
537885,11/30/2021 9:21:00,12494,France,-5,-57.8,,,,,
537886,7/18/2021 8:21:00,14758,United Kingdom,100,277.12,,,,,
537888,2/12/2020 9:41,17850,United Kingdom,88,244.46,,,,,
537889,10/23/2021 10:38:00,16768,United Kingdom,108,191.6,,,,,
537890,11/23/2021 15:46:00,17410,United Kingdom,150,236.34,,,,,
